Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Low Level Changes In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count
String;Integer;Integer;String;Integer;Integer;Decimal;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer
171;1516;6406;172;1512;6386;N/A;0,173;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,115;0;rr:setEEnumLiteralName;0,105;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4130;17516;0;2;0;6;0;1007;8;8;0;5;179;0;36;29;158;146;75;136;
172;1512;6386;173;1516;6406;N/A;0,181;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,121;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4129;17511;2;0;6;0;0;1007;8;8;0;6;179;0;36;29;158;146;75;136;
173;1516;6406;174;1526;6482;N/A;0,227;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,158;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4216;17901;7;0;25;8;0;1009;40;40;0;40;179;0;36;29;158;146;75;136;
174;1526;6482;175;1528;6494;N/A;0,176;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,123;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4157;17697;1;0;3;0;0;1016;4;4;0;3;179;0;36;29;158;146;75;136;
175;1528;6494;176;1532;6511;N/A;0,180;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,120;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4172;17759;2;0;6;0;0;1017;8;8;0;5;179;0;36;29;158;146;75;136;
176;1532;6511;177;1538;6552;N/A;0,182;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,123;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4200;17884;3;0;13;0;0;1019;16;16;0;12;179;0;36;29;158;146;75;136;
177;1538;6552;178;1541;6556;N/A;0,178;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,122;0;rr:setEEnumLiteralName;0,102;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4194;17862;3;0;4;0;1;1022;8;8;0;5;179;0;36;29;158;146;75;136;
178;1541;6556;179;1543;6563;N/A;0,176;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,117;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4195;17862;1;0;3;0;0;1025;4;4;0;2;179;0;36;29;158;146;75;136;
179;1543;6563;180;1546;6567;N/A;0,175;0,018;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,116;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4205;17888;3;0;4;0;0;1026;7;7;0;3;179;0;36;29;158;146;75;136;
180;1546;6567;181;1548;6570;N/A;0,174;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,115;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4210;17895;2;0;3;0;0;1029;5;5;0;2;179;0;36;29;158;146;75;136;
181;1548;6570;182;1552;6599;N/A;0,180;0,018;0;rr:setEEnumLiteralName;0,018;rr:push_down_EOperation;0,000;0,121;0;rr:setEEnumLiteralName;0,102;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4226;17965;2;0;6;0;0;1031;8;8;0;5;179;0;36;29;158;146;75;136;
182;1552;6599;183;1554;6610;N/A;0,175;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,117;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4225;17976;1;0;3;0;0;1033;4;4;0;2;179;0;36;29;158;146;75;136;
183;1554;6610;184;1554;6617;N/A;0,183;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,123;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4234;18023;1;1;3;3;0;1033;8;8;0;3;179;0;36;29;158;146;75;136;
184;1554;6617;185;1554;6623;N/A;0,193;0,018;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,132;0;rr:setEEnumLiteralName;0,105;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4275;18178;6;6;12;12;0;1028;36;36;0;18;179;0;36;29;158;146;75;136;
185;1554;6623;186;1554;6624;N/A;0,192;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,130;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4252;18108;3;2;6;6;0;1032;17;17;0;10;179;0;36;29;158;146;75;136;
